,PII,SMT,APL,MAT,PRO,DSC,CMT,SPL
31485,0014305794001871,[],[],"['polyethylene', 'polystyrene', 'PS', 'polyethylene', 'polystyrene', 'PS']","['compositions', 'cristallinite', 'densite', 'composition', 'compositions', 'degree of crystallinity', 'density', 'composition']","['melanges', 'blends', 'blend', 'blends']","['diffraction de rayons X', 'X-ray diffraction', 'ultrasonic measurements']",[]
31486,0014305793903319,[],"['colouring materials', 'pigments']","['cobalt', 'nickel', 'copper', 'polyethylene', 'Co(C8H9N2O4)2', 'Ni(C8H9N2O4)2', 'polyethylene']","['decomposition temperature', 'weather resistance', 'light fastness', 'migration resistance', 'heat stability']",[],['thermogravimetric studies'],[]
31487,001430579390330I,[],[],"['poly(ethyene oxide', 'PEO', 'PEO-MA', 'PEO600', 'LiClO4', 'PEO', 'PEO', 'PEO', 'PEO800-MA', 'PEO2000-MA']","['ionic conductivities', 'σ', 'σ', 'T gs']","['macromers', 'macromers', 'crystals', 'amorphous', 'amorphous']",[],[]
31488,0014305794900086,"['electrochemically', 'chemically synthesized', 'chemically synthesized', 'electrochemically synthesized']",[],"['polypyrroles', 'polypyrrole']","['electrical conductivity', 'conductivity', 'surface area']",['particles'],[],[]
31489,0014305794002061,[],[],"['carbon', 'copper', 'PVDF', 'PS', 'PVDF', 'PS']","['conducting', 'compatibility', 'Flory - Huggins polymer - polymer interaction parameter X 1,2']",[],"['melting point depression analysis', 'SEM']",[]
31490,0014305794900221,[],[],[],"['thermal behaviour', 'immiscible']","['blends', 'blends', 'copolymers']","['Differential scanning calorimetry', 'optical microscopy', 'calorimetric analysis', 'optical microscopy']",[]
31491,0014305794001995,[],"['colouring materials', 'pigments']","['cobalt', 'nickel', 'copper', 'MLCl2 where M = Co2+ , Ni2+ , Cu2+', 'cobalt', 'copper', 'nickel', 'nickel', 'cobalt']","['decomposition temperature', 'weather resistance', 'chemical', 'heat stability']",[],['thermogravimetric analysis'],[]
31492,0014305794900183,[],[],[],"['glass transition temperatures', 'T g', 'cold crystallization temperatures', 'T c', 'melting points', 'T m', 'crystallinities', 'X', 'thermal characteristics']",['copolymers'],['DSC'],[]
31493,0014305794900337,['pyrolysis'],[],['Epoxy'],['thermal stability'],[],"['thermogravimetry', 'differential thermal analysis', 'gas chromatography']",[]
31494,0014305794900388,[],[],"['carbon', 'carbon', 'carbon']","['composition', 'particle size', 'electrical conductivity', 'semiconducting behaviour', 'conductivity']","['graft copolymers', 'graft copolymers']","['thermogravimetric analysis', 'differential scanning calorimetry', 'scanning electron microscopy', 'SEM']",[]
31495,0014305794900469,"['thermal oxidative degradation', 'thermal oxidative degradation']",[],"['polyethylenes', 'LDPE', 'HDPE']","['melt flow index', 'melt flow index', 'mechanical', 'thermal properties', 'composition', 'tensile strength', 'elongation at break', 'modulus']",['blends'],[],[]
31496,0014305794900523,['quenching'],[],"['PBI', 'PBT', 'PBI', 'PBT', 'PBI', 'PBT', 'PBI', 'PBT', 'PBI', 'PBT']","['compositions', 'molecular weights', 'composition', 'K γ', 'melting temperature', 'heat of fusion', 'molar composition', 'glass transition temperature T g', 'specific heat increment Δc p', 'Tg', 'T g']","['copolymers', 'copolymers', 'homopolymers', 'copolymer', 'Amorphous', 'wholly amorphous']","['vapour pressure osmometry', 'viscosity measurements', 'Stockmayer - Fixman procedure', 'viscometric data', 'Thermal characterization', 'differential scanning calorimeter', 'Fox equation']",[]
31497,0014305794900612,"['curing', 'cure']",[],"['TGDDM', 'm-PDA']","['viscosity', 'viscosity', 'reaction mechanism']",[],"['differential scanning calorimetry', 'Williams-Landel-Ferry equation', 'percolation - gelation analogy']",[]
31498,0014305794902410,['dispersion polymerization'],['stabilizers'],"['styrene', 'polystyrene', 'polystyrene']","['particle diameter', 'polydispersity']","['monodisperse', 'particles', 'particles']",[],[]
31499,0014305794902275,"['Thermal oxidation', 'thermal oxidation', 'ENR', 'thermal oxidation', 'thermal oxidation', 'oxidation', 'thermal oxidation']",['ENR'],"['natural rubber', 'ENR 25', 'ENR 50', 'natural rubber', 'SMR L', 'SMR', 'SMR']","['characteristic absorption band', 'chemical structures']",[],"['Fourier Transform Infrared Spectroscopy', 'FTIR']",[]
31500,0014305794901511,[],['colouring materials'],"['cobalt', 'cobalt ( II', 'nickel', 'copper', 'ML2X2', 'cobalt', 'nickel', 'copper', 'Co(C9H21N)2(NCS)2', 'PVC', 'PE']","['stoichiometry', 'decomposition temperatures', 'weathering resistance', 'lightfastness', 'migration resistance', 'heat stability', 'weathering resistance', 'acid', 'alkali resistance', 'migration resistance', 'dispersibility', 'opacity']",[],[],[]
31501,001430579490071X,[],[],[],"['kinetics', 'activation energies']",[],"['thermogravimetric analysis', 'dynamic thermograms', 'integral and differential methods', 'Arrhenius treatment', 'Fourier transform i.r. spectroscopy']",[]
31502,0014305794903050,"['photopolymerisation', 'photopolymerization']",[],"['Silux PlusTM', 'P-50TM', 'P-50TM', 'Silux PlusTM', 'P-50TM', 'P-50TM']","[""parametres d'Arrhenius"", 'Kinetic', 'Arrhenius parameters']","['echantillons composites', 'composite', 'composites', 'composite']","['Photocalorimetrie', 'DSC', 'differential photocalorimetry', 'DPC']",[]
31503,0014305794902453,"['crosslinking', 'thermal decomposition']",[],"['low density polyethylene', 'LDPE', 'silica', 'LDPE', 'silica', 'LDPE']","['surface area', 'surface area', 'structure']",['filled'],['DSC'],[]
31504,0014305795000453,['heating'],[],[],"['chiral smectic', 'ferroelectric Sm C∗', 'isotropic', 'smectic', 'clearing phase transition', 'spontaneous polarization', 'P s']",[],['Pyroelectric measurements'],[]
31505,0014305794902534,"['thermal ageing', 'radiochemical ageing', 'radiochemical ageing']",[],['polyethylene'],['oxidation kinetics'],[],"['FTIR spectrophotometry', 'Kinetic models']",[]
31506,0014305795000550,[],"['transition metal catalysts', 'catalyst', 'polymerization', 'catalysts', 'catalysts', 'catalysts']","['PdCl2', 'Mo', 'W']","['CC stretching', 'CH stretching frequencies', 'CC stretching frequency', 'Thermal', 'morphological properties']",['powder'],"['IR', 'Solid state NMR']",[]
31507,0014305795000437,['dispersion copolymerization'],[],"['PEO-MA', 'DBP', 'DBP']","['ethanol - soluble', 'oil - soluble', '[VA]', '[DBP]', 'molecular weights', 'particle number', 'molecular weights']","['particles', 'graft copolymers', 'particles', 'particles', 'graft copolymers']",[],[]
31508,0014305794902739,['drying'],[],"['Casein', 'casein']","['Stress - strain characteristics', 'Stress relaxation', 'mechanical hysteresis', 'T g', 'shear yielding mechanisms']","['films', 'surface', 'films', 'films', 'films', 'composite', 'films']",['morphological studies'],[]
31509,0014305795000569,['two roll mixing mill'],[],"['NBR', 'EVA', 'NBR', 'NBR', 'EVA', 'EVA']","['morphology', 'morphology', 'two phase structure', 'domains', 'morphology', 'viscoelastic properties', 'mechanical properties', 'tensile strength', 'elongation at break', 'stress - strain behaviour', 'hardness', 'mechanical properties', 'morphology', 'mechanical', 'viscoelastic']","['blends', 'blends', 'blends', 'composite']","['optical', 'electron microscopies', 'Rheovibron Viscoelastometer']",[]
31510,0014305795001395,"['melt mixing', 'compression moulded', 'gamma irradiation']",[],"['EPDM', 'silicone rubber']","['permeability', 'composition', 'morphology']","['blends', 'sheets', 'blends', 'membrane', 'blends']",[],[]
31511,0014305795001263,"['isothermal crystallization', 'annealing']",[],"['PEI', 'poly(ether ether ketone', 'PEEK', 'PEI', 'PEEK']","['crystallization kinetics', 'morphology', 'miscibility', 'Avrami parameters', 'n', 'k', 'crystallization temperature', 'composition', 'crystallization rates', 'crystallization rate', 'crystallization temperature']","['liquid crystalline', 'ternary blends', 'blends']","['differential scanning calorimetry', 'Avrami approach', 'polarized light optical microscopy', 'PLOM', 'PLOM']",[]
31512,0014305795001050,[],[],['PA1010'],"['structural parameters', 'distance distribution function', 'I(0)', 'l c', 'L', 'Os', 'particle dimension Z', 'distance distribution function P(Z)']",[],['SAXS'],[]
31513,0014305795000879,"['chemical treatment', 'pyrolyzed', 'pyrolysis', 'pyrolyzed', 'pyrolyzed']",[],[],"['discoloring ) ability', 'structure', 'electron donor - acceptor', 'adsorption ability', 'discoloring ability']",[],"['IR - spectroscopy', 'thermogravimetric analysis', 'IR - spectroscopy']",[]
31514,0014305795001530,"['intermacromolecular complexation', 'plasticization']",['solid electrolyte'],['PEO'],"['ionic conductivity', 'molecular weight', 'ionic conductivity σ', 'σ', 'σ', 'ionic conductivity']",[],[],[]
31515,0014305795001654,"['graft copolymerization', 'irradiation']",['thermal protection'],['ABS'],"['thermal degradation', 'thermally insulating']","['terpolymer', 'copolymers', 'layer', 'layer']",['thermogravimetric analysis'],[]
31516,0014305795002006,['Crosslinking'],[],"['polystyrene', 'IPN', 'IPN', 'IPNs']","['ionomer', 'thermal stability', 'phase behaviour', 'thermally stable']",['IPN'],"['scanning electron microscope', 'SEM']",[]
31517,0014305795002049,[],[],[],"['gas permeability', 'free volume', 'free volume', 'free volume cavities', 'permeability to oxygen', 'mean free volume cavity size', 'relative concentration', 'PALS parameters τ 3', 'I 3', 'transport', 'free volume fraction', 'transport properties']","['copolymers', 'homopolymers', 'copolymers', 'copolymer']","['positron annihilation lifetime spectroscopy', 'PALS', 'Cohen - Turnbull theory', 'PALS']",[]
31518,0014305795002081,[],[],[],"['thermal behaviour', 'structure', 'thermotropic behaviour', 'crystallinity', 'crystal - liquid crystal transition temperatures', 'structure', 'Avrami exponents']","['copolymers', 'copolymer', 'mesophases', 'homopolymer', 'mesophase', 'mesophase']","['differential scanning calorimetry', 'X-ray diffraction', 'thermo - optical analysis']",[]
31519,0014305796000043,"['thermal copolymer', 'distillation', 'thin - layer chromatography', 'copolymerization']",[],"['styrene', 'SAN', 'SAN', 'SAN', 'styrene', 'acrylonitrile']","['structures', 'stereochemistry']",[],"['two - dimensional nuclear magnetic resonance', 'NMR', 'NMR']",[]
31520,0014305796000067,[],[],"['carbon', 'copper', 'YBaCuO', 'polystyrene']","['metallic', 'T g', 'Flory - Huggins polymer - polymer interaction parameters χ 12']",['ceramics'],[],[]
31521,0014305796000249,[],[],[],"['thermal behaviour', 'molecular weight', 'M w', 'polymorphism', 'crystalline phases']","['mesophase', '3D']","['GPC', 'DSC', 'XRD', 'FTIR', 'optical microscopy', 'structural model']",['nematic']
31522,0016236175900101,"['heated', 'high - reflectance semi-fusinite']",[],"['coals', 'semifusinite', 'Appalachian Carboniferous coal', 'vitrinite', 'coke', 'vitrinite', 'fusinite', 'coal', 'semifusinite', 'vitrinite']","['petrographic composition', 'swelling', 'fluidity', 'stability factor', 'melting character', 'melting point']",[],"['Leitz heating - stage microscope', 'low - reflectance']",['semi-fusinite']
31523,0016236175900356,"['acid hydrolysis', 'acid hydrolysis', 'methylation']",[],"['lignite', 'Sephadex', 'kaolinite', 'clay', 'lignite', 'lignites']","['physical', 'chemical analyses', 'analytical characteristics', 'i.r. absorption bands']",[],"['pyrolysis', 'gas chromatography']",[]
31524,001623617390077X,"['dried', 'coalification', 'dried']",[],"['Yallourn coal', 'coal', 'coal']","['porosities', 'macrostructure', 'porosity', 'capillary forces', 'porosity', 'water content', 'shrinkage', 'porosity', 'porosity']","['Cylinders', 'cylinders', 'cylinders', 'multilayer', 'micelles', 'micelle', 'micelles', 'cylinders']",[],[]
31525,0016236176900946,[],"['high - volatile bituminous coal', 'catalysts']",['HVab'],['porosity'],['particles'],"['transmis sion electron microscopy', 'high - voltage electron microscope']",[]
31526,0016236176900016,"['radio-frequency low - temperature ashing', 'heated', 'heated']",['ashes'],"['ash', 'coals', 'quartz', 'kaolinite', 'illite', 'pyrite', 'calcite', 'gypsum', 'dolomite', 'sphalerite', 'kaolinite', 'metakaolinite', 'mullite', 'anhydrite', 'anorthite', 'coal']","['Mineralogical', 'mineralogical']",[],['X-ray diffraction'],[]
31527,0016236176900272,[],[],"['carbons', 'anthracite', 'carbons', 'carbons', 'carbons', 'anthracite']","['pore structures', 'activity', 'pore volumes', 'pore structures']",[],"['low - temperature nitrogen sorption', 'mercury porosimetry', 'density techniques']",[]
31528,0016236178900029,"['thermal hydrocracking', 'deasphalted', 'Carbonization', 'deasphalted']",[],"['Athabasca bitumen', 'bitumen']","['coking properties', 'grain - mosaic coke structure', 'flow - type coke structure']",['cokes'],[],[]
31529,0016236179900073,"['thermal cracking', 'delayed coker', 'fluid coker', 'flexicoker', 'chemical leaching']",['Oil Sands bitumen'],"['Athabasca', 'Flexicoker coke']","['chemical composition', 'physical structure', 'metal', 'structure', 'lability']","['cokes', 'porous']","['elemental analysis', 'scanning electron microscope']",[]
31530,0016236179900760,['weathering'],['olefin polymerization'],"['pitch', 'Mn', 'Co', 'Cu', 'Pb']",[],[],[],[]
31531,0016236178900601,['thermal decomposition'],[],"['Athabasca asphaltene', 'asphaltene']",[],[],[],[]
31532,0016236179900097,[],[],['pitch'],"['oxygen content', 'aromaticity']",['surface'],['infrared spectroscopy'],[]
31533,001623618190168X,"['char hot - briquettes', 'char', 'hot - briquetted']",[],"['coal', 'coke', 'chars']","['char porosity', 'strength - porosity relation', 'pore - size', 'pore size distributions', 'ultimate compressive strength', 'U', 'total porosity', 'p', 'U', 'porosity coefficient', 'a', 'interfacial bonding', 'strength']",['composites'],"['mercury porosimetry', 'SEM', 'Ryshkewitch']",[]
31534,0016236181900478,"['cooling', 'cold precipitation']",[],['Qaiyarah'],"['molecular weight', 'asphaltene moeity', 'asphaltic']",[],"['elemental analysis', 'spectroscopic measurements']",[]
31535,0016236181902775,"['heated', 'thermal treatment', 'distillation bitumens', 'oxidation', 'oxidation', 'visbreaking']",[],"['bitumens', 'bitumens']",['cracking severities'],[],['DSC'],[]
31536,0016236183900455,[],[],"['lignite', 'HA', 'HA', 'Ca', 'HA']","['Ca - complexing capacity', 'coagulation threshold', 'ionic strength', 'calcium - complexing capacity', 'μ', 'metal']",[],['i.r.'],[]
31537,0016236183900261,['ashing'],"['oil sands', 'oil sands']",['sands'],"['loss on ignition', 'organic carbon', 'weight loss on ignition', 'CT / LOl', 'chemical composition']",[],[],[]
31538,0016236183901485,[],[],"['coals', 'coal']","['Pore size distribution functions', 'porosity']",[],"['small - angle neutron scattering', 'adsorption measurements', 'SANS', 'gas adsorption']",[]
31539,0016236183902272,[],[],[],"['strength', 'bond strengths', 'bond strengths', 'strengths', 'index of coke strength']","['coke', 'cokes']",[],[]
31540,0016236184901613,"['thermal decomposition', 'heating']",[],"['potassium permanganate', 'potassium permanganate', 'potassium permangante']",[],['Single crystals'],"['Thermogravimetry', 'TG', 'differential scanning calorimetry', 'd.s.c', 'hot - stage microscopy', 'HSM', 'isothermal studies', 'diffusion chain theory']",[]
31541,0016236184900802,"['oxidation', 'Oxidation', 'oxidation', 'oxidation', 'oxidation', 'oxidation']",[],"['Athabasca bitumen', 'bitumen']","['composition', 'aromatics concentration']",[],[],[]
31542,0016236184901005,[],[],"['lignite', 'zeolite', 'lignite']","['physical structure', 'cross-sectional area', 'solubility parameter', 'molecular size']",['crystals'],['kinetic measurements'],[]
31543,0016236184900772,[],[],"['Ostrava — Karvina coal', 'coal', 'coal', 'vitrinites']","['maceral composition', 'rank', 'petrographic composition', 'structure', 'chemical parameters', 'isometamorphic', 'atomic ratios C / H and C / O']",[],[],[]
31544,0016236185900559,['thermally cracked'],[],"['Athabasca bitumen', 'bitumen', 'sand', 'bitumen', 'sand', 'bitumen', 'sand', 'bitumen', 'sand', 'bitumen', 'sand', 'bitumen', 'sand', 'bitumen', 'sand', 'bitumen']",['activation energies'],"['mixtures', 'mixtures', 'mixtures']",['kinetic models'],[]
31545,0016236185904016,[],['epiderms'],"['graptolite', 'conodont', 'vitrinite', 'coal macerais', 'resinite', 'vitrinite', 'pyrobitumen', 'graptolite', 'graptolites', 'graptolites', 'Graptolite epiderms']","['optical properties', 'reflectance', 'refractive', 'absorptive indices', 'alteration index', 'aromaticity', 'maturity', 'optical properties', 'aromatic carbon', 'aromaticity', 'molecular ordering']","['epiderms', 'sediments', 'sediments']",[],[]
31546,0016236186902279,"['vacuum drying', 'air oxidation', 'heat treatment', 'Air oxidation', 'Heat treatment', 'thermal decarboxylation', 'pyrolysis']",[],"['North Dakota lignite', 'carbon']","['pore volume', 'micropore surface area', 'micropore surface']",['surface'],"['small angle X-ray scattering', 'X-ray photoelectron spectroscopy']",[]
31547,0016236186902486,['oxidation'],[],"['coal', 'vitrinite', 'fusinite', 'vitrinite']",[],[],['Ion microscopy'],[]
31548,0016236187901190,"['thermally produced', 'cold - produced', 'steaming', 'steamed']",[],"['bitumen', 'bitumen', 'bitumen', 'bitumen']","['structural groups', 'composition', 'aromaticity']",[],"['1H n.m.r.', '13C n.m.r', 'i.r. spectroscopy', 'nitrogen titration', 'elemental analysis', 'structural group model']",[]
31549,0016236187901517,"['heat treatments', 'Heat treatment', 'Acid treatments', 'heat treatment']",[],"['coal', 'quartz', 'kaolin', 'mica', 'coal']","['surface area', 'open pore volume', 'macroporosity']","['mesopores', 'mesopores']","['X-ray diffraction', 'ash analyses', 'textural characterization', 'gas adsorption', 'mercury porosimetry', 'density measurements']",[]
31550,0016236188903882,[],[],"['liptinites', 'liptinite']","['chemical composition', 'hydrocarbon - generating capacities']",[],"['Fluorescence microscopy', 'emission spectra']",['liptinitic']
31551,0016236189902548,[],[],"['wax', 'waxes']","['Phase transition temperatures', 'melting point', 'solid - solid phase transition', 'composition', 'transition energies', 'solid state properties']",[],['differential scanning calorimetry'],[]
31552,001623619090158M,[],[],"['boron', 'boron', 'coal']",[],['inclusions'],['nuclear microprobe'],[]
31553,001623619090048U,"['solvent extraction', 'thermal ageing', 'ageing']",['road binder'],['Peat bitumens'],"['mass', 'chemical constitution']",[],[],[]
31554,001623619190107L,[],[],"['pitches', 'Carbonaceous']","['softening point', 'molecular structure', 'molecular orientation', 'S N ratio', 'mesophase pitches']","['mesophases', 'mesophase']",['spectroscopy'],[]
31555,0016236191901532,['carbonation'],[],"['CaO', 'CaCO3', 'Ca(OH)2', 'CaSO4', 'Ca(OH)2', 'CaCO3', 'Ca(OH)2']","['sulphation mechanism', 'reactivity']",[],['thermogravimetric'],[]
31556,001623619190219Z,['gravity cell'],"['Whiterocks tar sands', 'gravity cell']","['tar sand', 'tar sands', 'Uinta', 'tar sand', 'bitumen', 'sand']",['viscosity'],"['slurry', 'layers']",[],[]
31557,001623619290054R,[],[],[],"['interfacial tension properties', 'dynamic interfacial surface tension', 'interfacial tension', 'interfacial tension', 'equilibrium kinetics', 'molecular packing', 'interfacial area']","['micellar', 'microemulsion']",['Frumkin equation'],[]
31558,001623619290178Q,['non-caking hard'],['metallurgical coke'],"['MgCl2', 'ZnCl2', 'lignite', 'lignite', 'ZnCl2', 'MgCl2', 'lignite', 'MgCl2', 'ZnCl2', 'ZnCl2', 'MgCl2']","['porosity', 'compressive strength', 'porosity', 'porosity', 'porosity', 'porosity', 'compressive strength']","['cokes', 'cokes', 'cokes', 'cokes']",[],[]
31559,001623619290242G,"['pressurized fluidized bed combustion', 'PFBC', 'calcination', 'sulphation', 'sulphation', 'recarbonation', 'Sulphated', 'calcines']",['sorbents'],"['CaO', 'CaCO3', 'CaCO3', 'limestone', 'dolomite', 'calcines']","['Reactivities', 'pore size distributions']",[],"['mercury porosimetry', 'X-ray diffraction', 'scanning electron microscopy', 'energy dispersive analysis']",[]
31560,001623619390376D,['oxidation'],[],['coal'],"['polydispersity', 'paramagnetic', 'paramagnetic', 'e.p.r']",[],['absorption spectra'],[]
31561,001623619390374B,[],[],"['semifusinite', 'pseudovitrinite', 'vitrinite', 'Pseudovitrinite', 'vitrinite', 'semifusinite', 'vitrinite', 'Semifusinite', 'Fusinite', 'macrinite', 'micrinite', 'vitrinite', 'vitrinite']",['maceral composition'],['particles'],[],[]
31562,001623619400007E,"['heating', 'heating']",[],[],"['thermal stability', 'molecular weights']",[],[],[]
31563,0016236194901724,[],"['fly ash', 'Ptolemais coalfield', 'fly ash', 'ash']","['fly ash', 'W', 'Ni', 'Cr', 'Clarke', 'W', 'lignite', 'lignite', 'Mo', 'Pb', 'U', 'Cu', 'Ni', 'V', 'Cr', 'Sc', 'Co', 'Zn', 'Rb', 'Sr', 'Y', 'Zr', 'Ba', 'La', 'Yb']","['Morphological', 'elemental characteristics', 'Morphologically', 'organic affinity', 'W', 'affinity']","['particles', 'Plerospheres', 'cenospheres', 'particles']","['scanning electron microscopy', 'inductively coupled plasma']",[]
31564,001623619500078J,[],[],['bitumens'],[],['thin film'],[],[]
31565,001623619500002M,[],[],['La Mure anthracite'],['conductivity'],['powdered'],"['electrical', 'conduction measurements', 'dielectric loss measurements']",[]
31566,0016236195000332,[],[],['Athabasca asphaltenes'],['interparticle correlation'],"['Colloidal dispersions', 'polydispersed spheres', 'particles']","['small - angle X-ray scattering', 'SAXS', 'Schultz distribution']",[]
31567,0016236195000398,"['pyrolytic decomposition', 'ageing', 'rolling thin film oven test']",[],"['asphalt sulfoxides', 'sulfoxides']","['viscosity', 'physical properties']",[],['Gel permeation'],[]
31568,001623619500085J,[],['CWM'],"['coal', 'CWM', 'CWMs']","['rheological characteristics', 'slurryability', 'shear - thinning behaviour', 'rheological characteristic', 'slurry viscosity', 'HLB', 'pseudoplasticity', 'slurry viscosity', 'apparent viscosity']",[],['Andrade equation'],[]
31569,0016236196000075,"['toluene leaching', 'slow cooling']",[],"['bitumen', 'Tall oil pitch']","['structures', 'miscibility']","['substrate', 'particles']",['polarization microscopy'],[]
31570,0016236196000427,"['oxidized', 'oxidized', 'oxidation']",['Road asphalt'],[],"['absorbance', 'g.p.c', 'g.p.c', 'composition']",[],"['gel permeation chromatography', 'g.p.c', 'infrared spectroscopy']",[]
31571,0016236196000233,[],[],['bitumen'],"['chemical composition', 'structure', 'structural parameters', 'n.m.r', 'structure parameters', 'macrostructure', 'crystalline parameters', 'n.m.r', 'structural parameters', 'structural parameters', 'structure']","['sheet', 'sheets']","['nuclear magnetic resonance', 'n.m.r', 'spectroscopy', 'X-ray diffractometry', 'XRD', '1H', '13C', 'DEPT spectral editing', 'XRD', 'XRD', 'XRD']",[]
31572,0016703751900051,[],[],"['Lepidolite', 'Ca40', 'calcium', 'calcium', 'Lepidolite', 'calcium age', 'potassium', 'calcium', 'calcium']",['chemical concentration'],[],['mass spectrographic analysis'],[]
31573,0016703753900143,"['pelitic metamorphic rocks', 'metamorphism', 'politic metamorphic rocks', 'metamorphic', 'politic metamorphic rocks', 'metamorphism', 'pelitic metamorphic', 'metamorphism', 'pelitic metamorphic', 'metamorphism', 'metamorphism', 'metamorphism']",[],"['pyralspites', 'MnO', 'pyralspites', 'FeO', 'biotite', 'MnO', 'pyralspites', 'MnO', 'pyralspites', 'MnO', 'pyralspites', 'pyralspites', 'Mn', 'Fe', 'Mg', 'pyralspite', 'pyralspite', 'pyralspite', 'pyralspite', 'pyralspite', 'pyralspites']","['calcium - poor', 'metamorphic grade', 'composition', 'edge length', 'unit cell', 'refractive index', 'composition', 'metamorphic grade', 'mineral facies', 'composition', 'composition', 'compositions', 'MnO content', 'composition field', 'crystal chemistry', 'crystal structure', 'composition field', 'cryatallo - chemical properties', 'ferromagnesian minerals']","['rooks', 'rocks', 'crystal', 'crystal']",[],['garnets']
31574,0016703754900307,"['oxidation', 'oxidation']",[],"['lead', 'zinc', 'copper', 'sulphide']","['stability', 'solubility relations', 'stability', 'oxidation - reduction potential', 'equilibrium relations']",[],['solubility relations'],[]
31575,0016703758900991,"['oxidation', 'oxidation']",[],"['iron oxides', 'iron-nickel-cobalt', 'Nickel', 'cobalt', 'Ni', 'iron', 'steel']",['metallic'],"['spherule', 'spherules']","['X-ray microanalyser', 'microanalyser']",['chondritic']
31576,0016703761900175,"['solidification', 'cooling']",[],"['Springwater', 'magnesium phosphate', 'phosphate', 'iron', 'SiO2', 'FeO', 'MgO', 'phosphate']","['physical properties', 'chemical reactions', 'freezing range', 'optical properties', 'physical description']",['solid solution'],"['chemical analyses', 'X-ray diffraction']",['meteorite']
31577,0016703763900942,[],[],"['kaolinite', 'gibbsite', 'montmorillonite', 'clay', 'Gibbsite', 'kaolinite', 'kaolinite', 'montmorillonite', 'clay']",[],"['surfaces', 'surface', 'layers', 'surfaces']",['sorption calculations'],[]
31578,001670376290039X,['finely ground'],[],"['silica', 'calcite', 'dolomite', 'silica', 'silica', 'silica', 'silica', 'limestone', 'dolomite', 'Silica', 'calcite', 'dolomite', 'dolomite', 'calcite', 'calcite', 'dolomite', 'calcium', 'dolomite', 'limestone', 'dolomite', 'silica']",[],"['chips', 'powder', 'powder']",[],[]
31579,0016703762900273,"['crushed', 'abrasion']",[],"['quartz', 'quartz', 'quartz', 'silica', 'quartz', 'quartz', 'silica', 'quartz', 'silica', 'silica', 'silica', 'quartz', 'quartz', 'quartz', 'silica', 'silica', 'silica', 'quartz', 'silica', 'quartz', 'silica', 'quartz', 'silica', 'quartz', 'quartz']","['differential heat of solution', 'supersaturated', 'supersaturated', 'stresses', 'structural irregularities', 'supersaturations']","['glass', 'surfaces', 'glass', 'surfaces']",[],[]
31580,0016703762901175,[],[],"['calcium carbonate', 'CaCO 3', 'aragonlte', 'calcite', 'CaCO 3', 'aragonite', 'calcite', 'CaCO3', 'Andros', 'calcium carbonate', 'aragonite', 'calcite', 'aragonite', 'calcite', 'Aragonitc', 'calcite', 'aragonite']","[""solubility product constant K '"", ""K '"", ""K '"", 'ionic activity', 'thermodynamically', 'activity product constant K', 'K', 'K', 'mineralogy', 'O18 O16 ratios', 'salinity', 'ionic strength', 'supersaturation', 'supersaturation']",[],"['oceanographie methods', ""K ' computations"", 'Debye - Huckel theory', ""Ostwald 's rule of""]","['aragonite', 'calcite', 'aragonitic', 'calcite', 'aragonite']"
31581,0016703765900268,[],[],"['CaCO3', 'calcite', 'CaCO3', 'calcite', 'CaCO3', 'calcite']","['activity product', 'solubilities', 'compositions', 'solubilities']","['crystal surface', 'surface']",[],[]
31582,0016703763901157,[],[],"['silica', 'sulfate', 'calcium', 'silica', 'sulfate', 'potassium', 'sodium', 'aluminum', 'phosphate', 'magnesium']",[],[],['flame - photometric determination'],[]
31583,0016703764900146,['Bridgman anvil press'],[],"['Fayalite', 'Fe2SiO4', 'forsterite', 'Mg2SiO4', 'Fe2SiO4-Mg2SiO4', 'fayalite', 'forsterite', 'fayalite']","['electrical conductivity', 'σ', 'σ σ', 'E', 'activation energy E', 'mechanism of conduction', 'electrical conductivity']",['solid solution'],[],['olivines']
31584,0016703764900900,[],[],"['calcium', 'limestone', 'Calcium', 'Homestead', 'Iowa chondrite', 'calcium', 'Pasamonte achondrite']","['Isotope abundance', 'isotopically', '46Ca / 40Ca ratio', 'Ca / K ratio']",[],[],['Devonian']
31585,0016703764901127,[],[],['Skaergaard'],"['ionic radii', 'electronegativity effects', 'crystal field forces', 'trace element behaviour']",['Intrusion'],"[""Goldschmidt 's rules"", 'crystal field theory']",[]
31586,0016703766901293,['fusion method'],[],"['Si', 'Al', 'Fe', 'Ca', 'K', 'Ti', 'Mn']","['concentration', 'composition']",[],"['X-ray emission techniques', 'calibration curves']",[]
31587,0016703766900913,[],[],"['Cs', 'Rb', 'Cs', 'Rb', 'granites']","['concentration', 'dispersion relationship Cs > Rb']",['microcline'],['Lognormality'],[]
31588,0016703767900257,[],[],['chondrites'],['uranium content'],[],"['Thermal neutron activation', 'delayed neutron counting']",[]
31589,0016703765900876,[],[],"['aragonite', 'calcium', 'calcite', 'CaCO3']","['pH', 'molal activity coefficient', 'chlorinity', 'titration alkalinity', 'γ HCO 3 -', 'chlorinity', 'γ HCO 3 -', 'salinity', 'activity coefficients', 'activity coefficients', 'carbonate alkalinity', 'ion activity product', 'IAP', 'thermodynamic solubility product', 'K s']",[],"['chemical model', 'IAP', 'ocean model']","['calcite', 'calcite', 'aragonite']"
