,caption,tables,Label,text,pred_0,pred_1,pred_2,all_pred,pii_tid,pii,date
10,Mineralologies (weight %) and density of BYF cements.,"[['Cement reference', ""Ye'elimite"", 'Belite', 'Ferrite', 'Anhydrite', 'Gypsum', 'Hemi-hydrate', 'Minor phases', 'Cement density (g/cm3)'], ['BYF-A-2.5%', '28.1', ""49.4 (a'-C2S)"", '19.5', '2.4', '0', '0', '0.6', '3.09'], ['BYF-A-6.5%', '27.3', ""47.5 (a'-C2S)"", '18.8', '6.2', '0', '0', '0.2', '3.09'], ['BYF-A-15.5%', '25.2', ""42.4 (a'-C2S)"", '17.6', '14', '0', '0', '0.8', '3.08'], ['BYF-B', '30.9', ""35.8 (a'-C2S=32.8) (b-C2S=3.0)"", '12.9', '10', '0.9', '2.8', '6.7', '2.98'], ['BYF-C', '35.4', ""35.9 (a'-C2S)"", '20.9', '0.7', '7', '0', '0.1', '3.02']]",1,"Mineralologies (weight %) and density of BYF cements.;[['Cement reference', ""Ye'elimite"", 'Belite', 'Ferrite', 'Anhydrite', 'Gypsum', 'Hemi-hydrate', 'Minor phases', 'Cement density (g/cm3)'], ['BYF-A-2.5%', '28.1', ""49.4 (a'-C2S)"", '19.5', '2.4', '0', '0', '0.6', '3.09'], ['BYF-A-6.5%', '27.3', ""47.5 (a'-C2S)"", '18.8', '6.2', '0', '0', '0.2', '3.09'], ['BYF-A-15.5%', '25.2', ""42.4 (a'-C2S)"", '17.6', '14', '0', '0', '0.8', '3.08'], ['BYF-B', '30.9', ""35.8 (a'-C2S=32.8) (b-C2S=3.0)"", '12.9', '10', '0.9', '2.8', '6.7', '2.98'], ['BYF-C', '35.4', ""35.9 (a'-C2S)"", '20.9', '0.7', '7', '0', '0.1', '3.02']]",0,1,1,2,S0008884615302544_0,S0008884615302544,2017-05-06
11,ICSD patterns of main anhydrous cement phases.,"[['Cement phases', 'Common formula', 'ICSD reference', 'Density (g/cm3)'], [""Ye'elimite ortho."", 'C4A3$', '80,361', '2.58'], [""Ye'elimite cubic"", 'C4A3$', '9560', '2.58'], [""Belite (alpha')"", 'C2S', '81,097', '3.28'], ['Belite (beta)', 'C2S', '963', '3.28'], ['Belite (gamma)', 'C2S', '9095', '3.28'], ['Brownmillerite (ferrite)', 'C6AF2 (Ca2 (Al0.663, Fe1.337) O5)', '98,832', '3.73']]",1,"ICSD patterns of main anhydrous cement phases.;[['Cement phases', 'Common formula', 'ICSD reference', 'Density (g/cm3)'], [""Ye'elimite ortho."", 'C4A3$', '80,361', '2.58'], [""Ye'elimite cubic"", 'C4A3$', '9560', '2.58'], [""Belite (alpha')"", 'C2S', '81,097', '3.28'], ['Belite (beta)', 'C2S', '963', '3.28'], ['Belite (gamma)', 'C2S', '9095', '3.28'], ['Brownmillerite (ferrite)', 'C6AF2 (Ca2 (Al0.663, Fe1.337) O5)', '98,832', '3.73']]",0,1,1,2,S0008884615302544_3,S0008884615302544,2017-05-06
12,Properties of reference OPC cement (did not contain limestone).,"[['Property', 'Result'], ['Strength EN 196-1 at 1, 2, 7, 28days (MPa)', '10, 17, 29, 57'], ['Initial setting time EN 196-3 (min)', '100'], ['Fineness Blaine EN 196-6 (cm2/g)', '3600'], ['Oxide content CaO, SiO2, Al2O3 (%, XRF)', '64, 23, 4'], ['Clinker content C3S, C2S, C3A, C4AF (%, Bogue ASTM C150)', '47, 29, 5, 12'], ['Total alkali (% Na2O equivalents)', '0.32'], ['SO3 (%)', '2.7']]",1,"Properties of reference OPC cement (did not contain limestone).;[['Property', 'Result'], ['Strength EN 196-1 at 1, 2, 7, 28days (MPa)', '10, 17, 29, 57'], ['Initial setting time EN 196-3 (min)', '100'], ['Fineness Blaine EN 196-6 (cm2/g)', '3600'], ['Oxide content CaO, SiO2, Al2O3 (%, XRF)', '64, 23, 4'], ['Clinker content C3S, C2S, C3A, C4AF (%, Bogue ASTM C150)', '47, 29, 5, 12'], ['Total alkali (% Na2O equivalents)', '0.32'], ['SO3 (%)', '2.7']]",1,1,1,3,S0008884615302581_0,S0008884615302581,2016-07-05
13,Alterations of reference cement in the parameter study.,"[['Mix nr.', 'Composition'], ['1', '100% reference cement'], ['2', '75% ref. cement +25% high C3S cement'], ['3', '50% ref. cement +50% high C3S cement'], ['4', '25% ref. cement +75% high C3S cement'], ['5', '100% high C3S cement'], ['6', 'Ref. cement Blaine increased to 4600cm2/g'], ['7', 'Ref. cement Blaine increased to 5100cm2/g'], ['8', 'Ref. cement +5% Filler'], ['9', 'Ref. cement +10% Filler'], ['10', 'Ref. cement +25% Filler'], ['11', 'Ref. cement +2% C3A (cubic)'], ['12', 'Ref. cement +4% C3A (cubic)'], ['13', 'Ref. cement +0.5% Na2O eq.'], ['14', 'Ref. cement +1.0% Na2O eq.'], ['15', 'Ref. cement +0.5% Cl'], ['16', 'Ref. cement +1.0% Cl'], ['17', 'Ref. cement +0.7% SO3'], ['18', 'Ref. cement +1.4% SO3']]",1,"Alterations of reference cement in the parameter study.;[['Mix nr.', 'Composition'], ['1', '100% reference cement'], ['2', '75% ref. cement +25% high C3S cement'], ['3', '50% ref. cement +50% high C3S cement'], ['4', '25% ref. cement +75% high C3S cement'], ['5', '100% high C3S cement'], ['6', 'Ref. cement Blaine increased to 4600cm2/g'], ['7', 'Ref. cement Blaine increased to 5100cm2/g'], ['8', 'Ref. cement +5% Filler'], ['9', 'Ref. cement +10% Filler'], ['10', 'Ref. cement +25% Filler'], ['11', 'Ref. cement +2% C3A (cubic)'], ['12', 'Ref. cement +4% C3A (cubic)'], ['13', 'Ref. cement +0.5% Na2O eq.'], ['14', 'Ref. cement +1.0% Na2O eq.'], ['15', 'Ref. cement +0.5% Cl'], ['16', 'Ref. cement +1.0% Cl'], ['17', 'Ref. cement +0.7% SO3'], ['18', 'Ref. cement +1.4% SO3']]",0,1,1,2,S0008884615302581_1,S0008884615302581,2016-07-05
14,Chemical composition of cementitious systems.,"[['', 'SiO2', 'CaO', 'Al2O3', 'Fe2O3', 'SO3', 'MgO', 'Na2O', 'K2O', 'Na2Oe', 'LOI', 'C3A'], ['Type I PC', '19.70', '63.60', '5.10', '2.20', '4.20', '1.40', '0.23', '1.25', '1.05', '2.00', '9.90'], ['Type II PC', '21.35', '63.31', '4.28', '3.11', '2.74', '2.10', '-', '-', '0.85', '1.25', '6.10'], ['FA', '43.14', '0.46', '23.45', '22.22', '0.85', '0.90', '0.51', '2.60', '2.21', '1.08', '-'], ['SF1', '92.00', '0.40', '0.40', '1.50', '0.20', '0.40', '0.20', '1.00', '0.90', '3.00', '-'], ['SF2', '95.40', '0.30', '1.10', '-', '0.20', '0.70', '-', '0.60', '-', '1.80', '-']]",1,"Chemical composition of cementitious systems.;[['', 'SiO2', 'CaO', 'Al2O3', 'Fe2O3', 'SO3', 'MgO', 'Na2O', 'K2O', 'Na2Oe', 'LOI', 'C3A'], ['Type I PC', '19.70', '63.60', '5.10', '2.20', '4.20', '1.40', '0.23', '1.25', '1.05', '2.00', '9.90'], ['Type II PC', '21.35', '63.31', '4.28', '3.11', '2.74', '2.10', '-', '-', '0.85', '1.25', '6.10'], ['FA', '43.14', '0.46', '23.45', '22.22', '0.85', '0.90', '0.51', '2.60', '2.21', '1.08', '-'], ['SF1', '92.00', '0.40', '0.40', '1.50', '0.20', '0.40', '0.20', '1.00', '0.90', '3.00', '-'], ['SF2', '95.40', '0.30', '1.10', '-', '0.20', '0.70', '-', '0.60', '-', '1.80', '-']]",1,1,1,3,S0008884618303193_0,S0008884618303193,2018-07-14
15,Chemical composition of class G cement with Blaine = 323 m2/kg.,"[['Chemical composition', 'Measurements', 'API Spec 10A requirements'], ['Magnesium oxide (MgO) %', '1.8', 'Max 6.0'], ['Sulfurtrioxide (SO3) %', '2.5', 'Max 3.0'], ['Loss on ignition %', '0.6', 'Max 3.0'], ['Insoluble residue %', '0.1', 'Max 0.75'], ['C3A %', '2.1', 'Max 3.0'], ['C4AF + 2 C3A %', '17.4', 'Max 24.0'], ['C3S %', '58.9', 'Min 48.0 - Max 65.0'], ['(0.658 x K2O) + Na2O %', '0.55', 'Max 0.75']]",1,"Chemical composition of class G cement with Blaine = 323 m2/kg.;[['Chemical composition', 'Measurements', 'API Spec 10A requirements'], ['Magnesium oxide (MgO) %', '1.8', 'Max 6.0'], ['Sulfurtrioxide (SO3) %', '2.5', 'Max 3.0'], ['Loss on ignition %', '0.6', 'Max 3.0'], ['Insoluble residue %', '0.1', 'Max 0.75'], ['C3A %', '2.1', 'Max 3.0'], ['C4AF + 2 C3A %', '17.4', 'Max 24.0'], ['C3S %', '58.9', 'Min 48.0 - Max 65.0'], ['(0.658 x K2O) + Na2O %', '0.55', 'Max 0.75']]",1,1,1,3,S000888461830320X_1,S000888461830320X,2018-11-06
16,Chemical and mineralogical composition (wt%) and physical properties for the starting materials.,"[['', 'Cement type: CEM I -52.5', 'Cement type: CEM I -52.5', 'SCMs', 'SCMs', 'SCMs', ''], ['', 'wPc', 'oPc', 'LS', 'MK', 'CMT', 'FA'], ['Chemical composition', 'Chemical composition', 'Chemical composition', 'Chemical composition', 'Chemical composition', 'Chemical composition', 'Chemical composition'], ['SiO2', '21.81', '18.86', '3.92', '52.84', '63.63', '56.81'], ['Al2O3', '3.56', '5.84', '0.33', '39.49', '19.94', '21.63'], ['Fe2O3', '0.24', '3.2', '0.14', '1.42', '3.90', '6.72'], ['CaO', '66.13', '65.05', '53.73', '0.22', '1.20', '4.76'], ['MgO', '1.1', '0.89', '0.35', '0.48', '4.62', '2.05'], ['K2O', '0.43', '0.51', '0.05', '1.00', '0.15', '2.52'], ['Na2O', '0.04', '0.24', '0.08', '0.05', '3.82', '1.13'], ['SO3', '3.37', '3.49', '0.05', '0.06', '0.73', '0.75'], ['TiO2', '0.21', '0.304', '0.02', '0.88', '0.35', '0.89'], ['Cl', '0.003', '0.004', '0.01', '0.003', '0.06', '0'], ['P2O5', '0.04', '0.32', '0.1', '0.11', '0.04', '0.63'], ['Cr2O3', '0.02', '0.012', '0', '0.008', '0.005', '0.013'], ['LOI', '2.57', '0.6', '41.8', '3.55', '1.34', '2.06'], ['', '', '', '', '', '', ''], ['Mineralogical composition', 'Mineralogical composition', 'Mineralogical composition', 'Mineralogical composition', 'Mineralogical composition', 'Mineralogical composition', 'Mineralogical composition'], ['C3S', '64.9', '65.0', '-', '-', '-', '-'], ['C2S', '16.9', '5.0', '-', '-', '-', '-'], ['C3A', '7.8', '10.1', '-', '-', '-', '-'], ['C4AF', '-', '9.7', '-', '-', '-', '-'], ['Gypsum', '4.11', '-', '-', '-', '-', '-'], ['Hemihydrate', '-', '3.5', '-', '-', '-', '-'], ['Carbon content', '0.37', '-', '-', '-', '-', '-'], ['CaCO3', '3.1', '-', '93.8', '-', '-', '-'], ['C3A content of clinker', '8.4', '10.4', '', '', '', ''], ['', '', '', '', '', '', ''], ['Physical properties', 'Physical properties', 'Physical properties', 'Physical properties', 'Physical properties', 'Physical properties', 'Physical properties'], ['Blaine fineness (m2/kg)', '387', '-', '1211', '1891', '-', ''], ['Density (kg/m3)', '3080', '3155', '2700', '2530', '2595', '']]",1,"Chemical and mineralogical composition (wt%) and physical properties for the starting materials.;[['', 'Cement type: CEM I -52.5', 'Cement type: CEM I -52.5', 'SCMs', 'SCMs', 'SCMs', ''], ['', 'wPc', 'oPc', 'LS', 'MK', 'CMT', 'FA'], ['Chemical composition', 'Chemical composition', 'Chemical composition', 'Chemical composition', 'Chemical composition', 'Chemical composition', 'Chemical composition'], ['SiO2', '21.81', '18.86', '3.92', '52.84', '63.63', '56.81'], ['Al2O3', '3.56', '5.84', '0.33', '39.49', '19.94', '21.63'], ['Fe2O3', '0.24', '3.2', '0.14', '1.42', '3.90', '6.72'], ['CaO', '66.13', '65.05', '53.73', '0.22', '1.20', '4.76'], ['MgO', '1.1', '0.89', '0.35', '0.48', '4.62', '2.05'], ['K2O', '0.43', '0.51', '0.05', '1.00', '0.15', '2.52'], ['Na2O', '0.04', '0.24', '0.08', '0.05', '3.82', '1.13'], ['SO3', '3.37', '3.49', '0.05', '0.06', '0.73', '0.75'], ['TiO2', '0.21', '0.304', '0.02', '0.88', '0.35', '0.89'], ['Cl', '0.003', '0.004', '0.01', '0.003', '0.06', '0'], ['P2O5', '0.04', '0.32', '0.1', '0.11', '0.04', '0.63'], ['Cr2O3', '0.02', '0.012', '0', '0.008', '0.005', '0.013'], ['LOI', '2.57', '0.6', '41.8', '3.55', '1.34', '2.06'], ['', '', '', '', '', '', ''], ['Mineralogical composition', 'Mineralogical composition', 'Mineralogical composition', 'Mineralogical composition', 'Mineralogical composition', 'Mineralogical composition', 'Mineralogical composition'], ['C3S', '64.9', '65.0', '-', '-', '-', '-'], ['C2S', '16.9', '5.0', '-', '-', '-', '-'], ['C3A', '7.8', '10.1', '-', '-', '-', '-'], ['C4AF', '-', '9.7', '-', '-', '-', '-'], ['Gypsum', '4.11', '-', '-', '-', '-', '-'], ['Hemihydrate', '-', '3.5', '-', '-', '-', '-'], ['Carbon content', '0.37', '-', '-', '-', '-', '-'], ['CaCO3', '3.1', '-', '93.8', '-', '-', '-'], ['C3A content of clinker', '8.4', '10.4', '', '', '', ''], ['', '', '', '', '', '', ''], ['Physical properties', 'Physical properties', 'Physical properties', 'Physical properties', 'Physical properties', 'Physical properties', 'Physical properties'], ['Blaine fineness (m2/kg)', '387', '-', '1211', '1891', '-', ''], ['Density (kg/m3)', '3080', '3155', '2700', '2530', '2595', '']]",1,1,1,3,S0008884618303405_0,S0008884618303405,2018-12-10
17,Main phases of used cement estimated by XRD-measurements and Rietveld refinement.,"[['Phase', 'C3S', 'C2S', 'C3A', 'C2AF', 'Sulphate carrier'], ['Content [%]', '62.9', '14.5', '1.8', '14.6', '3.4']]",1,"Main phases of used cement estimated by XRD-measurements and Rietveld refinement.;[['Phase', 'C3S', 'C2S', 'C3A', 'C2AF', 'Sulphate carrier'], ['Content [%]', '62.9', '14.5', '1.8', '14.6', '3.4']]",1,1,1,3,S0008884618304022_0,S0008884618304022,2018-09-08
18,Mineralogical phase of cement and fly ash.,"[['', 'OPC', 'LPC', 'FA1', 'FA2', 'FA3'], ['C2S, mass. %', '15.90', '62.53', '- -', '- -', '- -'], ['C3S, mass. %', '65.50', '26.33', '- -', '- -', '- -'], ['C3A, mass. %', '8.07', '2.10', '- -', '- -', '- -'], ['C4AF, mass. %', '8.77', '6.30', '- -', '- -', '- -'], ['Mullite, mass. %', '- -', '- -', '10.92', '6.19', '14.18'], ['Quartz, mass. %', '- -', '- -', '7.21', '4.89', '10.28'], ['Free lime, mass. %', '- -', '- -', '0.04', '0.08', '0.23'], ['Hematite, mass. %', '- -', '- -', '0.33', '0.34', '0.62'], ['Magnetite, mass. %', '- -', '- -', '0.36', '0.52', '0.59'], ['Amorphous, mass. %', '- -', '- -', '81.15', '87.99', '74.09']]",1,"Mineralogical phase of cement and fly ash.;[['', 'OPC', 'LPC', 'FA1', 'FA2', 'FA3'], ['C2S, mass. %', '15.90', '62.53', '- -', '- -', '- -'], ['C3S, mass. %', '65.50', '26.33', '- -', '- -', '- -'], ['C3A, mass. %', '8.07', '2.10', '- -', '- -', '- -'], ['C4AF, mass. %', '8.77', '6.30', '- -', '- -', '- -'], ['Mullite, mass. %', '- -', '- -', '10.92', '6.19', '14.18'], ['Quartz, mass. %', '- -', '- -', '7.21', '4.89', '10.28'], ['Free lime, mass. %', '- -', '- -', '0.04', '0.08', '0.23'], ['Hematite, mass. %', '- -', '- -', '0.33', '0.34', '0.62'], ['Magnetite, mass. %', '- -', '- -', '0.36', '0.52', '0.59'], ['Amorphous, mass. %', '- -', '- -', '81.15', '87.99', '74.09']]",1,1,1,3,S0008884618304071_1,S0008884618304071,2019-06-04
19,The mineral composition of the ordinary Portland cement (PC) determined by XRD-Rietveld.,"[['Minerals', '[%]'], ['C3S', '55.7'], ['C2S', '15.4'], ['C3A', '5.7'], ['C4AF', '10.9']]",1,"The mineral composition of the ordinary Portland cement (PC) determined by XRD-Rietveld.;[['Minerals', '[%]'], ['C3S', '55.7'], ['C2S', '15.4'], ['C3A', '5.7'], ['C4AF', '10.9']]",1,1,1,3,S0008884618304411_2,S0008884618304411,2018-10-19
20,Main crystalline composition of PC by XRD/Rietveld method (wt%).,"[['C3S', 'C2S', 'C3A', 'C4AF', 'CaCO3', 'CaSO4*2H2O', 'CaSO4*0.5H2O'], ['60.9', '15.9', '6.0', '9.7', '5.2', '0.6', '1.7']]",1,"Main crystalline composition of PC by XRD/Rietveld method (wt%).;[['C3S', 'C2S', 'C3A', 'C4AF', 'CaCO3', 'CaSO4*2H2O', 'CaSO4*0.5H2O'], ['60.9', '15.9', '6.0', '9.7', '5.2', '0.6', '1.7']]",1,1,1,3,S0008884618304630_1,S0008884618304630,2019-06-06
21,Minerological composition of high C3A (C3A -- 11.6%) PC a,"[['C3S', 'C2S', 'C3A', 'C4AF'], ['50.9', '20.7', '11.6', '6.4']]",1,"Minerological composition of high C3A (C3A -- 11.6%) PC a;[['C3S', 'C2S', 'C3A', 'C4AF'], ['50.9', '20.7', '11.6', '6.4']]",1,1,1,3,S0008884600002453_1,S0008884600002453,2000-07-06
22,Characteristics of normal Portland cement used as row cement for modification,"[['Characteristics', 'Characteristics'], ['Mean diameter (mm)', '13.9'], ['Fine particles under 3 mm', '18.0'], ['Specific surface area', 'Specific surface area'], ['Blaine (cm2/g)', '3250'], ['BET (m2/g)', '0.94'], ['Density (g/cm3)', '3.16'], ['Mineralogical composition (%)', 'Mineralogical composition (%)'], ['C3S', '51.3'], ['C2S', '22.2'], ['C3A', '8.3'], ['C4AF', '9.4'], ['SO3', '1.9']]",1,"Characteristics of normal Portland cement used as row cement for modification;[['Characteristics', 'Characteristics'], ['Mean diameter (mm)', '13.9'], ['Fine particles under 3 mm', '18.0'], ['Specific surface area', 'Specific surface area'], ['Blaine (cm2/g)', '3250'], ['BET (m2/g)', '0.94'], ['Density (g/cm3)', '3.16'], ['Mineralogical composition (%)', 'Mineralogical composition (%)'], ['C3S', '51.3'], ['C2S', '22.2'], ['C3A', '8.3'], ['C4AF', '9.4'], ['SO3', '1.9']]",1,1,1,3,S0008884601006299_0,S0008884601006299,2002-01-15
23,Characteristics of cement and cement constituent materials,"[['Materials', 'BET specific surface area (m2/g) or particle size (mm)'], ['Normal Portland cement', '0.94'], ['Clinker powder for normal Portland cement', '0.79'], ['C3S', '0.73'], ['C2S', '0.77'], ['C3A', '0.89'], ['C4AF', '0.55'], ['Gypsum (natural type)', '0.80'], ['Gypsum (byproduct type)', '0.80'], ['Fly ash-1, -2', 'below 72 mm'], ['Blast furnace slag', 'below 72 mm'], ['Lime stone powder', 'below 72 mm']]",1,"Characteristics of cement and cement constituent materials;[['Materials', 'BET specific surface area (m2/g) or particle size (mm)'], ['Normal Portland cement', '0.94'], ['Clinker powder for normal Portland cement', '0.79'], ['C3S', '0.73'], ['C2S', '0.77'], ['C3A', '0.89'], ['C4AF', '0.55'], ['Gypsum (natural type)', '0.80'], ['Gypsum (byproduct type)', '0.80'], ['Fly ash-1, -2', 'below 72 mm'], ['Blast furnace slag', 'below 72 mm'], ['Lime stone powder', 'below 72 mm']]",0,1,1,2,S0008884601006299_1,S0008884601006299,2002-01-15
24,Composition of slag,"[['Oxide (wt.%)', 'Slag', 'Portland cement'], ['SiO2', '35.04', '19.9'], ['Al2O3', '13.91', '4.62'], ['Fe2O3', '0.29', '3.97'], ['CaO', '39.43', '64.27'], ['MgO', '6.13', '1.73'], ['K2O', '0.39', '0.57'], ['Na2O', '0.34', ''], ['TiO2', '0.42', ''], ['P2O5', '<0.1', ''], ['MnO', '0.43', ''], ['SO3', '2.43', '2.56'], ['Sulfide sulfur as S2-', '0.44', ''], ['Cl (ppm)', '80', ''], ['Loss on ignition', '1.45', '2.9'], ['Bogue compounds (%)', '', ''], ['C3S', '', '64.2'], ['C2S', '', '9.3'], ['C3A', '', '5.7'], ['C4AF', '', '12.2'], ['Fineness (m2/kg)', '460', '342']]",1,"Composition of slag;[['Oxide (wt.%)', 'Slag', 'Portland cement'], ['SiO2', '35.04', '19.9'], ['Al2O3', '13.91', '4.62'], ['Fe2O3', '0.29', '3.97'], ['CaO', '39.43', '64.27'], ['MgO', '6.13', '1.73'], ['K2O', '0.39', '0.57'], ['Na2O', '0.34', ''], ['TiO2', '0.42', ''], ['P2O5', '<0.1', ''], ['MnO', '0.43', ''], ['SO3', '2.43', '2.56'], ['Sulfide sulfur as S2-', '0.44', ''], ['Cl (ppm)', '80', ''], ['Loss on ignition', '1.45', '2.9'], ['Bogue compounds (%)', '', ''], ['C3S', '', '64.2'], ['C2S', '', '9.3'], ['C3A', '', '5.7'], ['C4AF', '', '12.2'], ['Fineness (m2/kg)', '460', '342']]",1,1,1,3,S0008884601006597_0,S0008884601006597,2002-02-18
25,Mineral composition of sample (%),"[['No.', 'C4A3S', 'C2S', 'C4AF'], ['1', '50', '25', '25'], ['2', '60', '25', '15'], ['3', '65', '30', '5'], ['4', '70', '30', '0']]",1,"Mineral composition of sample (%);[['No.', 'C4A3S', 'C2S', 'C4AF'], ['1', '50', '25', '25'], ['2', '60', '25', '15'], ['3', '65', '30', '5'], ['4', '70', '30', '0']]",0,1,1,2,S0008884602008414_0,S0008884602008414,2002-05-28
26,Clinker content of CEM I 52.5 R (% weight).,"[['Phase', 'C3S[M3]', 'b-C2S', 'C3A', 'C4AF', 'Calcite', 'Anhydrite', 'Bassanite', 'Others'], ['Content (%)', '58.1', '14.3', '9.2', '6.7', '1.9', '1.7', '3.0', '5.1']]",1,"Clinker content of CEM I 52.5 R (% weight).;[['Phase', 'C3S[M3]', 'b-C2S', 'C3A', 'C4AF', 'Calcite', 'Anhydrite', 'Bassanite', 'Others'], ['Content (%)', '58.1', '14.3', '9.2', '6.7', '1.9', '1.7', '3.0', '5.1']]",1,1,1,3,S0008884616304914_1,S0008884616304914,2017-06-13
27,"Composition and properties of cement, ground quartz, ground limestone and fly ash.","[['', '', 'CEM.A', 'CEM.B', 'CEM.C', 'CEM.D', 'Q', 'LS', 'FA'], ['', '', 'Portland cement', 'Portland cement', 'Portland cement', 'Portland cement', 'Ground quartz', 'Ground limestone', 'Fly ash'], ['Alite', '[wt%]', '62.3', '68.8', '69.6', '66.3', '', '', ''], ['Belite', '[wt%]', '10.5', '5.2', '5.2', '10.4', '', '', ''], ['C3A', '[wt%]', '8.0', '8.7', '5.3', '7.9', '', '', ''], ['C4AF', '[wt%]', '6.7', '6.1', '10.8', '5.4', '', '', ''], ['CaSO4', '[wt%]', '4.3', '3.8', '3.8', '4.4', '', '', ''], ['CaO', '[wt%]', '62.1', '64.4', '64.0', '64.2', '0.2', '56.3', '3.1'], ['SiO2', '[wt%]', '19.7', '19.9', '20.0', '19.8', '99.7', '0.3', '49.5'], ['Al2O3', '[wt%]', '5.0', '5.3', '5.0', '5.1', '0.5', '0.1', '27.4'], ['Fe2O3', '[wt%]', '2.8', '2.7', '3.1', '2.8', '0.1', '0.1', '7.3'], ['SO3', '[wt%]', '3.2', '2.8', '2.9', '3.6', '0.0', '<0.1', '0.8'], ['LOI', '[wt%]', '2.3', '2.4', '2.6', '2.1', '0.0', '43.0', '3.3'], ['Na2O-equ', '[wt%]', '0.9', '0.7', '0.4', '-', '0.0', '<0.1', '3.6'], ['r1', '[g/cm3]', '3.15', '3.14', '3.14', '3.15', '2.67', '2.75', '2.23'], ['d50', '[mm]', '14.8', '15.2', '18.9', '8.7', '14.7', '5.3', '18.7']]",1,"Composition and properties of cement, ground quartz, ground limestone and fly ash.;[['', '', 'CEM.A', 'CEM.B', 'CEM.C', 'CEM.D', 'Q', 'LS', 'FA'], ['', '', 'Portland cement', 'Portland cement', 'Portland cement', 'Portland cement', 'Ground quartz', 'Ground limestone', 'Fly ash'], ['Alite', '[wt%]', '62.3', '68.8', '69.6', '66.3', '', '', ''], ['Belite', '[wt%]', '10.5', '5.2', '5.2', '10.4', '', '', ''], ['C3A', '[wt%]', '8.0', '8.7', '5.3', '7.9', '', '', ''], ['C4AF', '[wt%]', '6.7', '6.1', '10.8', '5.4', '', '', ''], ['CaSO4', '[wt%]', '4.3', '3.8', '3.8', '4.4', '', '', ''], ['CaO', '[wt%]', '62.1', '64.4', '64.0', '64.2', '0.2', '56.3', '3.1'], ['SiO2', '[wt%]', '19.7', '19.9', '20.0', '19.8', '99.7', '0.3', '49.5'], ['Al2O3', '[wt%]', '5.0', '5.3', '5.0', '5.1', '0.5', '0.1', '27.4'], ['Fe2O3', '[wt%]', '2.8', '2.7', '3.1', '2.8', '0.1', '0.1', '7.3'], ['SO3', '[wt%]', '3.2', '2.8', '2.9', '3.6', '0.0', '<0.1', '0.8'], ['LOI', '[wt%]', '2.3', '2.4', '2.6', '2.1', '0.0', '43.0', '3.3'], ['Na2O-equ', '[wt%]', '0.9', '0.7', '0.4', '-', '0.0', '<0.1', '3.6'], ['r1', '[g/cm3]', '3.15', '3.14', '3.14', '3.15', '2.67', '2.75', '2.23'], ['d50', '[mm]', '14.8', '15.2', '18.9', '8.7', '14.7', '5.3', '18.7']]",1,1,1,3,S0008884616304975_0,S0008884616304975,2017-03-09
28,"Compositions of cements, in mass percentages.","[['Nomenclature', 'Clinker type and content', 'Setting regulator type and content', 'Silica sand content', 'Limestone filler content', 'C3A/SO3 molar ratio'], ['OPC 98_G 2', 'OPC, 98.0%', 'G, 2.0%', '-', '-', '0.866'], ['OPC 96_G 4', 'OPC, 96.0%', 'G, 4.0%', '-', '-', '0.586'], ['OPC 94_G 6', 'OPC, 94.0%', 'G, 6.0%', '-', '-', '0.443'], ['OPC 96_H 3.38', 'OPC, 96.0%', 'H, 3.38%', '0.62%', '-', '0.586'], ['OPC 96_G 4_F', 'OPC, 83.52%', 'G, 3.48%', '-', '13.0%', '0.586'], ['OPC 94_G 6_F', 'OPC, 81.78%', 'G, 5.22%', '-', '13.0%', '0.443'], ['OPC 96_H 3.38_F', 'OPC, 83.52%', 'H, 2.94%', '0.54%', '13.0%', '0.586'], ['SRC 96_G 4', 'SRC, 96.0%', 'G, 4.0%', '-', '-', '0.182']]",1,"Compositions of cements, in mass percentages.;[['Nomenclature', 'Clinker type and content', 'Setting regulator type and content', 'Silica sand content', 'Limestone filler content', 'C3A/SO3 molar ratio'], ['OPC 98_G 2', 'OPC, 98.0%', 'G, 2.0%', '-', '-', '0.866'], ['OPC 96_G 4', 'OPC, 96.0%', 'G, 4.0%', '-', '-', '0.586'], ['OPC 94_G 6', 'OPC, 94.0%', 'G, 6.0%', '-', '-', '0.443'], ['OPC 96_H 3.38', 'OPC, 96.0%', 'H, 3.38%', '0.62%', '-', '0.586'], ['OPC 96_G 4_F', 'OPC, 83.52%', 'G, 3.48%', '-', '13.0%', '0.586'], ['OPC 94_G 6_F', 'OPC, 81.78%', 'G, 5.22%', '-', '13.0%', '0.443'], ['OPC 96_H 3.38_F', 'OPC, 83.52%', 'H, 2.94%', '0.54%', '13.0%', '0.586'], ['SRC 96_G 4', 'SRC, 96.0%', 'G, 4.0%', '-', '-', '0.182']]",1,1,1,3,S0008884616305026_2,S0008884616305026,2016-09-09
